track_name,album_name,artist_name,release_date,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
When The Sun Goes Down,When The Sun Goes Down,Arctic Monkeys,16-01-06,4PzPu8jUV8AwjOxdNFP6aL,0.348,0.875,11,-4.758,0,0.199,0.0341,0,0.117,0.407,169.152,audio_features,4PzPu8jUV8AwjOxdNFP6aL,spotify:track:4PzPu8jUV8AwjOxdNFP6aL,https://api.spotify.com/v1/tracks/4PzPu8jUV8AwjOxdNFP6aL,https://api.spotify.com/v1/audio-analysis/4PzPu8jUV8AwjOxdNFP6aL,202133,4
Settle For A Draw,When The Sun Goes Down,Arctic Monkeys,16-01-06,53HN7HhY2ItbDwMdgMyGcg,0.519,0.819,11,-6.01,1,0.0376,0.000409,0,0.345,0.706,135.101,audio_features,53HN7HhY2ItbDwMdgMyGcg,spotify:track:53HN7HhY2ItbDwMdgMyGcg,https://api.spotify.com/v1/tracks/53HN7HhY2ItbDwMdgMyGcg,https://api.spotify.com/v1/audio-analysis/53HN7HhY2ItbDwMdgMyGcg,200027,4
When The Sun Goes Down,When The Sun Goes Down,Arctic Monkeys,16-01-06,7phIOHYycq83tHdWEgQhdZ,0.348,0.875,11,-4.758,0,0.199,0.0341,0,0.117,0.407,169.152,audio_features,7phIOHYycq83tHdWEgQhdZ,spotify:track:7phIOHYycq83tHdWEgQhdZ,https://api.spotify.com/v1/tracks/7phIOHYycq83tHdWEgQhdZ,https://api.spotify.com/v1/audio-analysis/7phIOHYycq83tHdWEgQhdZ,202133,4
Stickin To The Floor,When The Sun Goes Down,Arctic Monkeys,16-01-06,4t1onFOJNYlGlb30IPJTDs,0.343,0.99,2,-3.214,1,0.46,0.0109,3.62E-06,0.193,0.195,187.894,audio_features,4t1onFOJNYlGlb30IPJTDs,spotify:track:4t1onFOJNYlGlb30IPJTDs,https://api.spotify.com/v1/tracks/4t1onFOJNYlGlb30IPJTDs,https://api.spotify.com/v1/audio-analysis/4t1onFOJNYlGlb30IPJTDs,80973,4
7,When The Sun Goes Down,Arctic Monkeys,16-01-06,5IKz3HfzRT3EAhxCsrBqwf,0.466,0.976,9,-4.104,0,0.105,0.00171,8.37E-06,0.0729,0.541,98.377,audio_features,5IKz3HfzRT3EAhxCsrBqwf,spotify:track:5IKz3HfzRT3EAhxCsrBqwf,https://api.spotify.com/v1/tracks/5IKz3HfzRT3EAhxCsrBqwf,https://api.spotify.com/v1/audio-analysis/5IKz3HfzRT3EAhxCsrBqwf,128507,4
I Bet You Look Good On The Dancefloor,I Bet You Look Good On The Dancefloor,Arctic Monkeys,17-10-05,6uV5q0yxaOujbxkwUCUEEf,0.538,0.966,6,-3.621,0,0.0358,0.000112,0,0.334,0.733,103.172,audio_features,6uV5q0yxaOujbxkwUCUEEf,spotify:track:6uV5q0yxaOujbxkwUCUEEf,https://api.spotify.com/v1/tracks/6uV5q0yxaOujbxkwUCUEEf,https://api.spotify.com/v1/audio-analysis/6uV5q0yxaOujbxkwUCUEEf,176467,4
Bigger Boys and Stolen Sweethearts,I Bet You Look Good On The Dancefloor,Arctic Monkeys,17-10-05,4TC0dnB5DxvoKcsalffFZe,0.494,0.587,9,-7.323,1,0.0324,0.00518,0,0.0892,0.605,131.774,audio_features,4TC0dnB5DxvoKcsalffFZe,spotify:track:4TC0dnB5DxvoKcsalffFZe,https://api.spotify.com/v1/tracks/4TC0dnB5DxvoKcsalffFZe,https://api.spotify.com/v1/audio-analysis/4TC0dnB5DxvoKcsalffFZe,180640,4
Chun Li Flying Bird Kick,I Bet You Look Good On The Dancefloor,Arctic Monkeys,17-10-05,4DLLB9erwRrOPPVQLitCyV,0.669,0.846,7,-5.384,1,0.0295,0.00325,0.82,0.0651,0.552,107.034,audio_features,4DLLB9erwRrOPPVQLitCyV,spotify:track:4DLLB9erwRrOPPVQLitCyV,https://api.spotify.com/v1/tracks/4DLLB9erwRrOPPVQLitCyV,https://api.spotify.com/v1/audio-analysis/4DLLB9erwRrOPPVQLitCyV,280693,4
The Modern Age - Rough Trade Version,The Singles - Volume 01,The Strokes,24-02-23,5KIYVXGdws1ZhZYNJHo0st,0.493,0.787,2,-7.712,1,0.0334,0.0224,0.00227,0.253,0.88,160.12,audio_features,5KIYVXGdws1ZhZYNJHo0st,spotify:track:5KIYVXGdws1ZhZYNJHo0st,https://api.spotify.com/v1/tracks/5KIYVXGdws1ZhZYNJHo0st,https://api.spotify.com/v1/audio-analysis/5KIYVXGdws1ZhZYNJHo0st,192854,4
Last Nite - Rough Trade Version - The Modern Age B-Side,The Singles - Volume 01,The Strokes,24-02-23,0V40nmTfhHj1PznhO0dDho,0.399,0.745,0,-7.497,1,0.0329,0.0438,0,0.112,0.514,207.923,audio_features,0V40nmTfhHj1PznhO0dDho,spotify:track:0V40nmTfhHj1PznhO0dDho,https://api.spotify.com/v1/tracks/0V40nmTfhHj1PznhO0dDho,https://api.spotify.com/v1/audio-analysis/0V40nmTfhHj1PznhO0dDho,198549,4
Hard To Explain,The Singles - Volume 01,The Strokes,24-02-23,0ILknNMr0j0cCFKv6rcG12,0.407,0.686,7,-6.266,1,0.0558,0.00042,0.837,0.0764,0.662,82.495,audio_features,0ILknNMr0j0cCFKv6rcG12,spotify:track:0ILknNMr0j0cCFKv6rcG12,https://api.spotify.com/v1/tracks/0ILknNMr0j0cCFKv6rcG12,https://api.spotify.com/v1/audio-analysis/0ILknNMr0j0cCFKv6rcG12,224411,4
New York City Cops (Hard to Explain B-Side),The Singles - Volume 01,The Strokes,24-02-23,1aO0sdeJmK4XQM5Ft7TkTg,0.52,0.842,0,-7.664,1,0.0352,0.0633,4.49E-05,0.384,0.512,107.958,audio_features,1aO0sdeJmK4XQM5Ft7TkTg,spotify:track:1aO0sdeJmK4XQM5Ft7TkTg,https://api.spotify.com/v1/tracks/1aO0sdeJmK4XQM5Ft7TkTg,https://api.spotify.com/v1/audio-analysis/1aO0sdeJmK4XQM5Ft7TkTg,209505,4
Last Nite,The Singles - Volume 01,The Strokes,24-02-23,03ev8WBPzDr9KJDdNhSHz9,0.624,0.899,0,-5.709,1,0.0296,0.0221,0.000137,0.0975,0.79,104.061,audio_features,03ev8WBPzDr9KJDdNhSHz9,spotify:track:03ev8WBPzDr9KJDdNhSHz9,https://api.spotify.com/v1/tracks/03ev8WBPzDr9KJDdNhSHz9,https://api.spotify.com/v1/audio-analysis/03ev8WBPzDr9KJDdNhSHz9,193373,4
When It Started (Last Nite B-Side),The Singles - Volume 01,The Strokes,24-02-23,3mU9Pjls8PszKKmrwhTG78,0.721,0.654,0,-8.107,1,0.0329,0.268,0.00392,0.15,0.903,131.961,audio_features,3mU9Pjls8PszKKmrwhTG78,spotify:track:3mU9Pjls8PszKKmrwhTG78,https://api.spotify.com/v1/tracks/3mU9Pjls8PszKKmrwhTG78,https://api.spotify.com/v1/audio-analysis/3mU9Pjls8PszKKmrwhTG78,175200,4
Someday,The Singles - Volume 01,The Strokes,24-02-23,30RnpgACKEC9LTWEe0ShTl,0.542,0.53,9,-7.468,1,0.0302,0.00362,0,0.361,0.65,105.981,audio_features,30RnpgACKEC9LTWEe0ShTl,spotify:track:30RnpgACKEC9LTWEe0ShTl,https://api.spotify.com/v1/tracks/30RnpgACKEC9LTWEe0ShTl,https://api.spotify.com/v1/audio-analysis/30RnpgACKEC9LTWEe0ShTl,183487,4
"Alone, Together - Home Recording - Someday B-Side",The Singles - Volume 01,The Strokes,24-02-23,4Nv3DAqf83IReHmClSH00V,0.501,0.643,9,-7.511,0,0.0268,0.0445,0.209,0.311,0.637,143.324,audio_features,4Nv3DAqf83IReHmClSH00V,spotify:track:4Nv3DAqf83IReHmClSH00V,https://api.spotify.com/v1/tracks/4Nv3DAqf83IReHmClSH00V,https://api.spotify.com/v1/audio-analysis/4Nv3DAqf83IReHmClSH00V,197137,4
Is This It - Home Recording - Someday B-Side,The Singles - Volume 01,The Strokes,24-02-23,6IjI1wt0hzuAf1dZTd6Ju8,0.348,0.388,4,-7.232,1,0.0635,0.189,0,0.192,0.91,209.063,audio_features,6IjI1wt0hzuAf1dZTd6Ju8,spotify:track:6IjI1wt0hzuAf1dZTd6Ju8,https://api.spotify.com/v1/tracks/6IjI1wt0hzuAf1dZTd6Ju8,https://api.spotify.com/v1/audio-analysis/6IjI1wt0hzuAf1dZTd6Ju8,72664,4
12:51,The Singles - Volume 01,The Strokes,24-02-23,2b4lQrOhcM7Sw49e0qG1nV,0.452,0.863,4,-3.864,1,0.0387,0.321,0.796,0.331,0.58,145.008,audio_features,2b4lQrOhcM7Sw49e0qG1nV,spotify:track:2b4lQrOhcM7Sw49e0qG1nV,https://api.spotify.com/v1/tracks/2b4lQrOhcM7Sw49e0qG1nV,https://api.spotify.com/v1/audio-analysis/2b4lQrOhcM7Sw49e0qG1nV,146841,4
The Way It Is - Home Recording - 12:51 B-Side,The Singles - Volume 01,The Strokes,24-02-23,1N69jb6aVka6678wLZzB4i,0.661,0.994,4,-6.081,1,0.127,0.153,0.783,0.0822,0.161,133.984,audio_features,1N69jb6aVka6678wLZzB4i,spotify:track:1N69jb6aVka6678wLZzB4i,https://api.spotify.com/v1/tracks/1N69jb6aVka6678wLZzB4i,https://api.spotify.com/v1/audio-analysis/1N69jb6aVka6678wLZzB4i,76985,4
Reptilia,The Singles - Volume 01,The Strokes,24-02-23,1Sl4OsD0F6Iy91YBDQyOzl,0.491,0.645,9,-5.114,1,0.0329,0.000643,0.693,0.105,0.756,158.035,audio_features,1Sl4OsD0F6Iy91YBDQyOzl,spotify:track:1Sl4OsD0F6Iy91YBDQyOzl,https://api.spotify.com/v1/tracks/1Sl4OsD0F6Iy91YBDQyOzl,https://api.spotify.com/v1/audio-analysis/1Sl4OsD0F6Iy91YBDQyOzl,215324,4
Modern Girls & Old Fashion Men - Reptilia B-Side,The Singles - Volume 01,The Strokes,24-02-23,5hNW46qZA7BcZ2qf6lbhNm,0.507,0.602,9,-4.222,1,0.029,0.0212,0.561,0.0541,0.325,110.897,audio_features,5hNW46qZA7BcZ2qf6lbhNm,spotify:track:5hNW46qZA7BcZ2qf6lbhNm,https://api.spotify.com/v1/tracks/5hNW46qZA7BcZ2qf6lbhNm,https://api.spotify.com/v1/audio-analysis/5hNW46qZA7BcZ2qf6lbhNm,218418,4
The End Has No End,The Singles - Volume 01,The Strokes,24-02-23,5aAOtPhYRXlBE5H3mboB8v,0.527,0.644,1,-3.727,1,0.0355,0.000588,0.843,0.32,0.573,136.007,audio_features,5aAOtPhYRXlBE5H3mboB8v,spotify:track:5aAOtPhYRXlBE5H3mboB8v,https://api.spotify.com/v1/tracks/5aAOtPhYRXlBE5H3mboB8v,https://api.spotify.com/v1/audio-analysis/5aAOtPhYRXlBE5H3mboB8v,180048,4
"Clampdown - The End Has No End B-Side / Live at Alexandra Palace, London, UK - Dec. 5, 2003",The Singles - Volume 01,The Strokes,24-02-23,2NpASZ796KewPmSDMHDhPN,0.267,0.417,2,-5.744,1,0.0725,0.389,0.593,0.468,0.492,148.304,audio_features,2NpASZ796KewPmSDMHDhPN,spotify:track:2NpASZ796KewPmSDMHDhPN,https://api.spotify.com/v1/tracks/2NpASZ796KewPmSDMHDhPN,https://api.spotify.com/v1/audio-analysis/2NpASZ796KewPmSDMHDhPN,249481,4
Juicebox,The Singles - Volume 01,The Strokes,24-02-23,2hcDYqyw8L7zJaZ6n8dzIZ,0.453,0.984,2,-2.376,0,0.125,0.00136,0.00584,0.0844,0.574,155.035,audio_features,2hcDYqyw8L7zJaZ6n8dzIZ,spotify:track:2hcDYqyw8L7zJaZ6n8dzIZ,https://api.spotify.com/v1/tracks/2hcDYqyw8L7zJaZ6n8dzIZ,https://api.spotify.com/v1/audio-analysis/2hcDYqyw8L7zJaZ6n8dzIZ,194183,4
Hawaii - Juicebox B-Side,The Singles - Volume 01,The Strokes,24-02-23,6s9oj6aPupVSA1CSaaVZZL,0.301,0.87,9,-5.942,1,0.047,7.17E-05,0.601,0.272,0.175,170.003,audio_features,6s9oj6aPupVSA1CSaaVZZL,spotify:track:6s9oj6aPupVSA1CSaaVZZL,https://api.spotify.com/v1/tracks/6s9oj6aPupVSA1CSaaVZZL,https://api.spotify.com/v1/audio-analysis/6s9oj6aPupVSA1CSaaVZZL,232562,4
Heart In a Cage,The Singles - Volume 01,The Strokes,24-02-23,3gTqF4Y2IzGuHbAcbjlv69,0.425,0.856,8,-5.135,1,0.0394,2.91E-06,0.833,0.377,0.125,140.058,audio_features,3gTqF4Y2IzGuHbAcbjlv69,spotify:track:3gTqF4Y2IzGuHbAcbjlv69,https://api.spotify.com/v1/tracks/3gTqF4Y2IzGuHbAcbjlv69,https://api.spotify.com/v1/audio-analysis/3gTqF4Y2IzGuHbAcbjlv69,206429,4
"I'll Try Anything Once (""You Only Live Once"" demo) - Heart In a Cage B-Side",The Singles - Volume 01,The Strokes,24-02-23,1L0C3xvOtzHSOSZ5T59n0L,0.468,0.264,0,-9.958,1,0.0503,0.985,0.0109,0.172,0.324,119.422,audio_features,1L0C3xvOtzHSOSZ5T59n0L,spotify:track:1L0C3xvOtzHSOSZ5T59n0L,https://api.spotify.com/v1/tracks/1L0C3xvOtzHSOSZ5T59n0L,https://api.spotify.com/v1/audio-analysis/1L0C3xvOtzHSOSZ5T59n0L,194651,4
You Only Live Once,The Singles - Volume 01,The Strokes,24-02-23,0j2ETZsGM21Q3wKpVNBVJN,0.63,0.907,11,-2.42,1,0.0326,0.0243,0.599,0.118,0.968,120.526,audio_features,0j2ETZsGM21Q3wKpVNBVJN,spotify:track:0j2ETZsGM21Q3wKpVNBVJN,https://api.spotify.com/v1/tracks/0j2ETZsGM21Q3wKpVNBVJN,https://api.spotify.com/v1/audio-analysis/0j2ETZsGM21Q3wKpVNBVJN,186304,4
Mercy Mercy Me (The Ecology) - You Only Live Once B-Side,The Singles - Volume 01,The Strokes,24-02-23,2sXWm9aau5alAxKifepUpA,0.449,0.875,10,-5.347,0,0.062,6.90E-06,0.145,0.0664,0.804,91.956,audio_features,2sXWm9aau5alAxKifepUpA,spotify:track:2sXWm9aau5alAxKifepUpA,https://api.spotify.com/v1/tracks/2sXWm9aau5alAxKifepUpA,https://api.spotify.com/v1/audio-analysis/2sXWm9aau5alAxKifepUpA,157920,4
The Adults Are Talking,The New Abnormal,The Strokes,10-04-20,5ruzrDWcT0vuJIOMW7gMnW,0.593,0.749,5,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959,audio_features,5ruzrDWcT0vuJIOMW7gMnW,spotify:track:5ruzrDWcT0vuJIOMW7gMnW,https://api.spotify.com/v1/tracks/5ruzrDWcT0vuJIOMW7gMnW,https://api.spotify.com/v1/audio-analysis/5ruzrDWcT0vuJIOMW7gMnW,309053,4
Selfless,The New Abnormal,The Strokes,10-04-20,2t0wwvR15fc3K1ey8OiOaN,0.538,0.679,4,-4.297,1,0.0333,0.191,0.00175,0.0889,0.0888,121.99,audio_features,2t0wwvR15fc3K1ey8OiOaN,spotify:track:2t0wwvR15fc3K1ey8OiOaN,https://api.spotify.com/v1/tracks/2t0wwvR15fc3K1ey8OiOaN,https://api.spotify.com/v1/audio-analysis/2t0wwvR15fc3K1ey8OiOaN,222093,4
Brooklyn Bridge To Chorus,The New Abnormal,The Strokes,10-04-20,2mDYYGaGd9uXKkK2YhDA3i,0.628,0.571,0,-3.897,1,0.0628,0.00602,9.21E-05,0.0833,0.467,119.899,audio_features,2mDYYGaGd9uXKkK2YhDA3i,spotify:track:2mDYYGaGd9uXKkK2YhDA3i,https://api.spotify.com/v1/tracks/2mDYYGaGd9uXKkK2YhDA3i,https://api.spotify.com/v1/audio-analysis/2mDYYGaGd9uXKkK2YhDA3i,235947,4
Bad Decisions,The New Abnormal,The Strokes,10-04-20,55N8cxpE1QDoeaaNqUnoZ2,0.374,0.922,0,-3.4,1,0.056,0.0135,0.204,0.28,0.393,153.217,audio_features,55N8cxpE1QDoeaaNqUnoZ2,spotify:track:55N8cxpE1QDoeaaNqUnoZ2,https://api.spotify.com/v1/tracks/55N8cxpE1QDoeaaNqUnoZ2,https://api.spotify.com/v1/audio-analysis/55N8cxpE1QDoeaaNqUnoZ2,293360,4
Eternal Summer,The New Abnormal,The Strokes,10-04-20,6IRzBP4gVoV4D2zHmocoWy,0.617,0.78,7,-4.466,0,0.0376,0.0141,0.0112,0.0833,0.326,93.951,audio_features,6IRzBP4gVoV4D2zHmocoWy,spotify:track:6IRzBP4gVoV4D2zHmocoWy,https://api.spotify.com/v1/tracks/6IRzBP4gVoV4D2zHmocoWy,https://api.spotify.com/v1/audio-analysis/6IRzBP4gVoV4D2zHmocoWy,375320,4
At The Door,The New Abnormal,The Strokes,10-04-20,7lu6YLrlB1MU7HW8DJSuPa,0.456,0.323,10,-6.764,1,0.0318,0.858,0.00913,0.146,0.363,116.903,audio_features,7lu6YLrlB1MU7HW8DJSuPa,spotify:track:7lu6YLrlB1MU7HW8DJSuPa,https://api.spotify.com/v1/tracks/7lu6YLrlB1MU7HW8DJSuPa,https://api.spotify.com/v1/audio-analysis/7lu6YLrlB1MU7HW8DJSuPa,310373,4
Why Are Sundays So Depressing,The New Abnormal,The Strokes,10-04-20,1aOxOpH4AkGAd8OMrKjyNY,0.579,0.714,0,-4.455,1,0.0347,0.00258,0.0269,0.111,0.299,109.971,audio_features,1aOxOpH4AkGAd8OMrKjyNY,spotify:track:1aOxOpH4AkGAd8OMrKjyNY,https://api.spotify.com/v1/tracks/1aOxOpH4AkGAd8OMrKjyNY,https://api.spotify.com/v1/audio-analysis/1aOxOpH4AkGAd8OMrKjyNY,275667,4
Not The Same Anymore,The New Abnormal,The Strokes,10-04-20,5ncofiedz9Ej6YkvvXMKVn,0.353,0.613,9,-5.9,1,0.031,0.384,0.0123,0.103,0.282,177.375,audio_features,5ncofiedz9Ej6YkvvXMKVn,spotify:track:5ncofiedz9Ej6YkvvXMKVn,https://api.spotify.com/v1/tracks/5ncofiedz9Ej6YkvvXMKVn,https://api.spotify.com/v1/audio-analysis/5ncofiedz9Ej6YkvvXMKVn,337333,4
Ode To The Mets,The New Abnormal,The Strokes,10-04-20,1BLOVHYYlH4JUHQGcpt75R,0.426,0.617,1,-5.423,0,0.0289,0.341,0.181,0.101,0.201,92.002,audio_features,1BLOVHYYlH4JUHQGcpt75R,spotify:track:1BLOVHYYlH4JUHQGcpt75R,https://api.spotify.com/v1/tracks/1BLOVHYYlH4JUHQGcpt75R,https://api.spotify.com/v1/audio-analysis/1BLOVHYYlH4JUHQGcpt75R,351787,4
Tap Out,Comedown Machine,The Strokes,25-03-13,2ThdB23G9Rgf1ExndFGEEg,0.737,0.745,9,-5.944,1,0.0351,0.0176,0.381,0.306,0.629,115.989,audio_features,2ThdB23G9Rgf1ExndFGEEg,spotify:track:2ThdB23G9Rgf1ExndFGEEg,https://api.spotify.com/v1/tracks/2ThdB23G9Rgf1ExndFGEEg,https://api.spotify.com/v1/audio-analysis/2ThdB23G9Rgf1ExndFGEEg,222360,4
All The Time,Comedown Machine,The Strokes,25-03-13,7uFZNMEZzAGOwQ6EZID1K4,0.403,0.883,2,-6.054,1,0.0745,8.44E-05,0.65,0.126,0.078,141.945,audio_features,7uFZNMEZzAGOwQ6EZID1K4,spotify:track:7uFZNMEZzAGOwQ6EZID1K4,https://api.spotify.com/v1/tracks/7uFZNMEZzAGOwQ6EZID1K4,https://api.spotify.com/v1/audio-analysis/7uFZNMEZzAGOwQ6EZID1K4,181373,4
One Way Trigger,Comedown Machine,The Strokes,25-03-13,5GKVcvTgnFYtfh25qKQtRg,0.516,0.942,2,-4.113,1,0.036,0.000182,0.464,0.116,0.964,95.996,audio_features,5GKVcvTgnFYtfh25qKQtRg,spotify:track:5GKVcvTgnFYtfh25qKQtRg,https://api.spotify.com/v1/tracks/5GKVcvTgnFYtfh25qKQtRg,https://api.spotify.com/v1/audio-analysis/5GKVcvTgnFYtfh25qKQtRg,242293,4
Welcome To Japan,Comedown Machine,The Strokes,25-03-13,7bfocP7GYoLOutUYpTI8tx,0.705,0.666,2,-7.23,0,0.0303,0.00233,0.0149,0.174,0.646,124.032,audio_features,7bfocP7GYoLOutUYpTI8tx,spotify:track:7bfocP7GYoLOutUYpTI8tx,https://api.spotify.com/v1/tracks/7bfocP7GYoLOutUYpTI8tx,https://api.spotify.com/v1/audio-analysis/7bfocP7GYoLOutUYpTI8tx,230827,4
80's Comedown Machine,Comedown Machine,The Strokes,25-03-13,2lffRiAET2Xt6BNb4EmkS2,0.488,0.503,0,-8.89,1,0.0326,0.00583,0.809,0.101,0.38,144.035,audio_features,2lffRiAET2Xt6BNb4EmkS2,spotify:track:2lffRiAET2Xt6BNb4EmkS2,https://api.spotify.com/v1/tracks/2lffRiAET2Xt6BNb4EmkS2,https://api.spotify.com/v1/audio-analysis/2lffRiAET2Xt6BNb4EmkS2,298613,4
50/50,Comedown Machine,The Strokes,25-03-13,5MPryR3oJGmWnSYM7X2GGE,0.491,0.93,11,-6.412,0,0.0347,4.23E-05,0.612,0.219,0.623,99.924,audio_features,5MPryR3oJGmWnSYM7X2GGE,spotify:track:5MPryR3oJGmWnSYM7X2GGE,https://api.spotify.com/v1/tracks/5MPryR3oJGmWnSYM7X2GGE,https://api.spotify.com/v1/audio-analysis/5MPryR3oJGmWnSYM7X2GGE,163227,4
Slow Animals,Comedown Machine,The Strokes,25-03-13,5y1FCAhYarSCNO9I9hS82M,0.664,0.646,9,-7.934,1,0.0284,0.0658,0.28,0.0954,0.5,131.993,audio_features,5y1FCAhYarSCNO9I9hS82M,spotify:track:5y1FCAhYarSCNO9I9hS82M,https://api.spotify.com/v1/tracks/5y1FCAhYarSCNO9I9hS82M,https://api.spotify.com/v1/audio-analysis/5y1FCAhYarSCNO9I9hS82M,260693,4
Partners In Crime,Comedown Machine,The Strokes,25-03-13,2ncRH1zCER8iHXYhlHXyam,0.538,0.951,7,-4.741,1,0.0606,0.000934,0.0545,0.239,0.551,106.033,audio_features,2ncRH1zCER8iHXYhlHXyam,spotify:track:2ncRH1zCER8iHXYhlHXyam,https://api.spotify.com/v1/tracks/2ncRH1zCER8iHXYhlHXyam,https://api.spotify.com/v1/audio-analysis/2ncRH1zCER8iHXYhlHXyam,201893,4
Chances,Comedown Machine,The Strokes,25-03-13,718purgMpFb2Axhuz0Hbq1,0.561,0.569,6,-9.682,1,0.0289,0.365,0.611,0.109,0.53,103.705,audio_features,718purgMpFb2Axhuz0Hbq1,spotify:track:718purgMpFb2Axhuz0Hbq1,https://api.spotify.com/v1/tracks/718purgMpFb2Axhuz0Hbq1,https://api.spotify.com/v1/audio-analysis/718purgMpFb2Axhuz0Hbq1,216787,4
Happy Ending,Comedown Machine,The Strokes,25-03-13,1OXGJ7jRok4c3KBnIYkuwH,0.626,0.831,2,-7.743,1,0.0369,0.00571,0.0188,0.355,0.255,113.999,audio_features,1OXGJ7jRok4c3KBnIYkuwH,spotify:track:1OXGJ7jRok4c3KBnIYkuwH,https://api.spotify.com/v1/tracks/1OXGJ7jRok4c3KBnIYkuwH,https://api.spotify.com/v1/audio-analysis/1OXGJ7jRok4c3KBnIYkuwH,172160,4
"Call It Fate, Call It Karma",Comedown Machine,The Strokes,25-03-13,3Y4rUyw7XBCK6hGHCOt6rp,0.544,0.241,4,-14.779,0,0.03,0.983,0.774,0.101,0.359,109.437,audio_features,3Y4rUyw7XBCK6hGHCOt6rp,spotify:track:3Y4rUyw7XBCK6hGHCOt6rp,https://api.spotify.com/v1/tracks/3Y4rUyw7XBCK6hGHCOt6rp,https://api.spotify.com/v1/audio-analysis/3Y4rUyw7XBCK6hGHCOt6rp,204773,4
Machu Picchu,Angles,The Strokes,21-03-11,6mVD1SfTvlFAPVi7txFL5H,0.695,0.817,1,-5.294,1,0.0659,0.0132,0.097,0.0601,0.874,105.014,audio_features,6mVD1SfTvlFAPVi7txFL5H,spotify:track:6mVD1SfTvlFAPVi7txFL5H,https://api.spotify.com/v1/tracks/6mVD1SfTvlFAPVi7txFL5H,https://api.spotify.com/v1/audio-analysis/6mVD1SfTvlFAPVi7txFL5H,209627,4
Under Cover of Darkness,Angles,The Strokes,21-03-11,6u0x5ad9ewHvs3z6u9Oe3c,0.35,0.775,11,-3.364,1,0.054,0.00433,0.283,0.0676,0.588,199.866,audio_features,6u0x5ad9ewHvs3z6u9Oe3c,spotify:track:6u0x5ad9ewHvs3z6u9Oe3c,https://api.spotify.com/v1/tracks/6u0x5ad9ewHvs3z6u9Oe3c,https://api.spotify.com/v1/audio-analysis/6u0x5ad9ewHvs3z6u9Oe3c,235547,4
Two Kinds of Happiness,Angles,The Strokes,21-03-11,10rOqbOBlAJybglgmqaMZL,0.534,0.778,1,-5.252,1,0.0453,0.00153,0.025,0.176,0.758,137.68,audio_features,10rOqbOBlAJybglgmqaMZL,spotify:track:10rOqbOBlAJybglgmqaMZL,https://api.spotify.com/v1/tracks/10rOqbOBlAJybglgmqaMZL,https://api.spotify.com/v1/audio-analysis/10rOqbOBlAJybglgmqaMZL,222080,4
You're So Right,Angles,The Strokes,21-03-11,22iKX3jvZwZNW7RlrwQ822,0.441,0.863,2,-6.787,1,0.0363,0.000141,0.72,0.0775,0.328,168.089,audio_features,22iKX3jvZwZNW7RlrwQ822,spotify:track:22iKX3jvZwZNW7RlrwQ822,https://api.spotify.com/v1/tracks/22iKX3jvZwZNW7RlrwQ822,https://api.spotify.com/v1/audio-analysis/22iKX3jvZwZNW7RlrwQ822,153760,4
Taken for a Fool,Angles,The Strokes,21-03-11,6SdAztAqklk1zAmUHhU4N7,0.569,0.89,5,-4.447,1,0.0559,0.00595,0.0112,0.226,0.885,137.044,audio_features,6SdAztAqklk1zAmUHhU4N7,spotify:track:6SdAztAqklk1zAmUHhU4N7,https://api.spotify.com/v1/tracks/6SdAztAqklk1zAmUHhU4N7,https://api.spotify.com/v1/audio-analysis/6SdAztAqklk1zAmUHhU4N7,203240,4
Games,Angles,The Strokes,21-03-11,5pFSbiW5XewiQONONBQbqF,0.644,0.708,9,-6.742,0,0.029,0.00327,0.184,0.19,0.452,127.05,audio_features,5pFSbiW5XewiQONONBQbqF,spotify:track:5pFSbiW5XewiQONONBQbqF,https://api.spotify.com/v1/tracks/5pFSbiW5XewiQONONBQbqF,https://api.spotify.com/v1/audio-analysis/5pFSbiW5XewiQONONBQbqF,231533,4
Call Me Back,Angles,The Strokes,21-03-11,6z5mh42xSM54RncKZMM8hS,0.736,0.297,2,-9.648,1,0.035,0.863,1.49E-05,0.0609,0.185,125.78,audio_features,6z5mh42xSM54RncKZMM8hS,spotify:track:6z5mh42xSM54RncKZMM8hS,https://api.spotify.com/v1/tracks/6z5mh42xSM54RncKZMM8hS,https://api.spotify.com/v1/audio-analysis/6z5mh42xSM54RncKZMM8hS,182027,4
